SpeciesG_PD_Vertices,SpeciesG_PD_Edges,SpeciesG_PD_InDegreeMIN,SpeciesG_PD_InDegreeMEAN,SpeciesG_PD_InDegreeMAX,SpeciesG_PD_InDegreeSUM,SpeciesG_PD_OutDegreeMIN,SpeciesG_PD_OutDegreeMEAN,SpeciesG_PD_OutDegreeMAX,SpeciesG_PD_OutDegreeSUM,SpeciesG_PD_TotalDegreeMIN,SpeciesG_PD_TotalDegreeMEAN,SpeciesG_PD_TotalDegreeMAX,SpeciesG_PD_TotalDegreeSUM,SpeciesG_PD_Density,SpeciesG_PD_Reciprocity,SpeciesG_PD_WeakComponents,SpeciesG_PUD_UNDIRECTEDBiconnectedComponents,SpeciesG_PUD_UNDIRECTEDArticulationPoints,ReactionG_PD_Vertices,ReactionG_PD_Edges,ReactionG_PD_InDegreeMIN,ReactionG_PD_InDegreeMEAN,ReactionG_PD_InDegreeMAX,ReactionG_PD_InDegreeSUM,ReactionG_PD_OutDegreeMIN,ReactionG_PD_OutDegreeMEAN,ReactionG_PD_OutDegreeMAX,ReactionG_PD_OutDegreeSUM,ReactionG_PD_TotalDegreeMIN,ReactionG_PD_TotalDegreeMEAN,ReactionG_PD_TotalDegreeMAX,ReactionG_PD_TotalDegreeSUM,ReactionG_PD_Density,ReactionG_PD_Reciprocity,ReactionG_PD_WeakComponents,ReactionG_PUD_UNDIRECTEDBiconnectedComponents,ReactionG_PUD_UNDIRECTEDArticulationPoints,NG_NumOfNONConstantSpecies,NG_Species_X_Reactions,NG_UpdatesMIN,NG_UpdatesMEAN,NG_UpdatesMAX,NG_UpdatesSUM,SSA
81,166,0,2.049382716,12,166,0,2.049382716,8,166,1,4.098765432,16,332,0.025301021,0.265060241,7,16,12,109,703,1,6.449541284,24,703,1,6.449541284,14,703,1,11.69724771,34,1275,0.059170104,0.60170697,7,6,5,81,8829,2,2.52293578,4,275,sdm
8,6,0,0.75,1,6,0,0.75,1,6,1,1.5,2,12,0.09375,0.333333333,3,1,0,6,10,1,1.666666667,2,10,1,1.666666667,2,10,2,2.333333333,3,14,0.277777778,0.8,3,1,0,8,48,2,2,2,12,tl
4,3,0,0.75,1,3,0,0.75,1,3,1,1.5,2,6,0.1875,0,1,3,2,3,5,1,1.666666667,2,5,1,1.666666667,2,5,2,2.333333333,3,7,0.555555556,0.6,1,2,1,4,12,2,2,2,6,pdm
23,22,0,0.956521739,2,22,0,0.956521739,3,22,1,1.913043478,5,44,0.041587902,0.363636364,5,6,3,22,66,1,3,5,66,1,3,5,66,2,5,9,110,0.136363636,0.727272727,5,1,0,23,506,2,2,2,44,tl
21,14,0,0.666666667,1,14,0,0.666666667,1,14,1,1.333333333,2,28,0.031746032,0,7,2,1,14,21,1,1.5,2,21,1,1.5,2,21,2,2,2,28,0.107142857,0.666666667,7,1,0,21,294,2,2,2,28,tl
26,101,0,3.884615385,13,101,0,3.884615385,11,101,2,7.769230769,20,202,0.149408284,0.673267327,1,1,0,64,643,2,10.046875,28,643,1,10.046875,17,643,2,18.859375,40,1207,0.156982422,0.592534992,1,3,2,26,1664,2,2.578125,3,165,pdm
6,7,0,1.166666667,2,7,0,1.166666667,2,7,1,2.333333333,4,14,0.194444444,0.285714286,1,4,3,4,13,2,3.25,5,13,2,3.25,4,13,3,5,7,20,0.8125,0.769230769,1,2,1,6,24,2,2.75,3,11,ldm
4,9,0,2.25,3,9,0,2.25,5,9,1,4,7,16,0.5625,0.444444444,1,2,1,4,24,5,6,9,24,3,6,8,24,7,10,13,40,1.5,0.833333333,1,1,0,4,16,2,3,4,12,ldm
5,4,0,0.8,1,4,0,0.8,1,4,1,1.6,2,8,0.16,0,1,4,3,4,7,1,1.75,2,7,1,1.75,2,7,2,2.5,3,10,0.4375,0.571428571,1,3,2,5,20,2,2,2,8,tl
26,47,0,1.807692308,4,47,0,1.807692308,5,47,2,3.615384615,8,94,0.069526627,0.510638298,1,8,7,31,147,2,4.741935484,13,147,1,4.741935484,9,147,2,8.193548387,20,254,0.152965661,0.707482993,2,2,1,26,806,2,2.483870968,4,77,pdm
16,14,0,0.875,2,14,0,0.875,3,14,1,1.75,5,28,0.0546875,0.285714286,4,2,1,14,39,1,2.785714286,5,39,1,2.785714286,5,39,2,4.571428571,9,64,0.198979592,0.717948718,4,1,0,16,224,2,2,2,28,tl
15,13,0,0.866666667,3,13,0,0.866666667,2,13,1,1.733333333,5,26,0.057777778,0.153846154,4,2,1,12,29,1,2.416666667,7,29,1,2.416666667,5,29,2,3.75,10,45,0.201388889,0.724137931,4,1,0,15,180,2,2.083333333,3,25,odm
27,49,0,1.814814815,6,49,0,1.814814815,7,49,1,3.518518519,8,95,0.067215364,0.06122449,1,11,7,23,146,2,6.347826087,9,146,1,6.347826087,11,146,2,10.7826087,18,248,0.275992439,0.808219178,1,4,3,27,621,2,2.956521739,4,68,pdm
124,116,0,0.935483871,4,116,0,0.935483871,6,116,1,1.870967742,9,232,0.007544225,0.086206897,31,16,13,109,350,1,3.211009174,13,350,1,3.211009174,13,350,1,5.394495413,23,588,0.0294588,0.691428571,31,1,0,124,13516,2,2.055045872,4,224,pdm
19,30,0,1.578947368,6,30,0,1.578947368,6,30,1,3.157894737,7,60,0.083102493,0,2,8,6,20,76,1,3.8,11,76,1,3.8,7,76,2,6.55,14,131,0.19,0.697368421,2,2,1,19,380,2,2.5,4,50,odm
47,43,0,0.914893617,4,43,0,0.914893617,3,43,1,1.829787234,6,86,0.019465822,0.046511628,7,3,1,41,124,1,3.024390244,8,124,1,3.024390244,9,124,1,5,15,205,0.073765616,0.717741935,7,1,0,47,1927,2,2.048780488,3,84,pdm
30,58,0,1.933333333,5,58,0,1.933333333,5,58,1,3.866666667,10,116,0.064444444,0.137931034,1,5,4,25,114,1,4.56,10,114,2,4.56,8,114,2,7.68,16,192,0.1824,0.666666667,1,2,1,30,750,2,2.96,4,74,odm
7,9,0,1.285714286,4,9,0,1.285714286,3,9,1,2.571428571,5,18,0.183673469,0.222222222,1,4,3,5,15,1,3,5,15,2,3,4,15,2,4.6,7,23,0.6,0.866666667,1,3,2,7,35,2,2.6,4,13,odm
17,20,0,1.176470588,4,20,0,1.176470588,3,20,1,2.352941176,7,40,0.069204152,0,1,10,8,20,78,1,3.9,7,78,2,3.9,6,78,4,6.8,11,136,0.195,0.615384615,1,1,0,17,340,2,2,2,40,tl
66,88,0,1.333333333,4,88,0,1.333333333,5,88,1,2.666666667,9,176,0.02020202,0.454545455,15,6,4,78,344,1,4.41025641,16,344,1,4.41025641,10,344,2,7.743589744,23,604,0.056541749,0.715116279,15,1,0,66,5148,2,2.128205128,3,166,pdm
18,9,0,0.5,1,9,0,0.5,1,9,1,1,1,18,0.027777778,0,9,1,0,9,9,1,1,1,9,1,1,1,9,1,1,1,9,0.111111111,1,9,0,0,18,162,2,2,2,18,odm
5,7,0,1.4,2,7,1,1.4,3,7,1,2.8,5,14,0.28,0.571428571,1,3,2,4,19,4,4.75,6,19,4,4.75,5,19,7,7.75,9,31,1.1875,0.894736842,1,1,0,5,20,2,2.75,3,11,dm
504,1524,0,3.023809524,80,1524,0,3.023809524,63,1524,1,6.047619048,80,3048,0.005999622,0,1,11,10,827,26204,2,31.68561064,74,26204,1,31.68561064,113,26204,2,61.52841596,169,50884,0.038313919,0.948710121,1,6,5,504,416808,2,2.84280532,3,2351,pdm
47,148,0,3.14893617,36,148,0,3.14893617,40,148,1,5.978723404,63,281,0.066998642,0.236486486,2,25,20,56,1091,1,19.48214286,47,1091,1,19.48214286,48,1091,1,37.125,88,2079,0.347895408,0.759853346,2,2,1,47,2632,2,3.107142857,5,174,pdm
14,19,0,1.357142857,3,19,0,1.357142857,2,19,1,2.714285714,5,38,0.096938776,0,1,6,5,11,44,2,4,7,44,2,4,5,44,4,6.545454545,10,72,0.363636364,0.590909091,1,1,0,14,154,2,2.727272727,3,30,odm
3,4,1,1.333333333,2,4,1,1.333333333,2,4,2,2.666666667,4,8,0.444444444,1,1,2,1,4,12,2,3,4,12,3,3,3,12,4,5,6,20,0.75,0.833333333,1,1,0,3,12,2,2,2,8,pdm
13,16,0,1.230769231,2,16,0,1.230769231,2,16,1,2.461538462,4,32,0.094674556,0.25,1,10,6,11,36,1,3.272727273,6,36,2,3.272727273,5,36,3,5.272727273,8,58,0.297520661,0.666666667,1,3,2,13,143,2,2.454545455,3,27,odm
13,16,0,1.230769231,2,16,0,1.230769231,2,16,1,2.461538462,4,32,0.094674556,0.25,1,10,6,11,36,1,3.272727273,6,36,2,3.272727273,5,36,3,5.272727273,8,58,0.297520661,0.666666667,1,3,2,13,143,2,2.454545455,3,27,sdm
17,23,0,1.352941176,4,23,0,1.352941176,3,23,1,2.705882353,4,46,0.079584775,0.173913043,1,10,7,15,59,1,3.933333333,6,59,2,3.933333333,7,59,3,6.466666667,11,97,0.262222222,0.728813559,1,2,1,17,255,2,2.533333333,3,38,sdm
50,64,0,1.28,7,64,0,1.28,5,64,1,2.56,11,128,0.0256,0.40625,12,2,1,52,218,1,4.192307692,16,218,1,4.192307692,9,218,1,7.288461538,23,379,0.080621302,0.683486239,12,1,0,50,2600,2,2.230769231,3,116,pdm
4,3,0,0.75,1,3,0,0.75,1,3,1,1.5,2,6,0.1875,0,1,3,2,3,5,1,1.666666667,2,5,1,1.666666667,2,5,2,2.333333333,3,7,0.555555556,0.6,1,2,1,4,12,2,2,2,6,pdm
56,106,0,1.892857143,10,106,0,1.892857143,10,106,1,3.785714286,13,212,0.03380102,0.056603774,1,18,12,61,337,1,5.524590164,13,337,2,5.524590164,11,337,3,9.68852459,22,591,0.090567052,0.637982196,1,1,0,56,3416,2,2.590163934,4,158,pdm
27,22,0,0.814814815,3,22,0,0.814814815,2,22,1,1.62962963,4,44,0.030178326,0.272727273,9,3,1,22,40,1,1.818181818,4,40,1,1.818181818,3,40,2,2.636363636,4,58,0.082644628,0.75,9,2,1,27,594,2,2,2,44,tl
32,42,1,1.3125,3,42,1,1.3125,3,42,2,2.625,6,84,0.041015625,0.571428571,9,1,0,42,130,2,3.095238095,6,130,2,3.095238095,5,130,3,5.19047619,10,218,0.073696145,0.769230769,9,1,0,32,1344,2,2,2,84,tl
8,11,0,1.375,3,11,0,1.375,4,11,1,2.75,5,22,0.171875,0.363636364,1,5,2,8,32,1,4,8,32,2,4,6,32,3,6.875,11,55,0.5,0.65625,1,1,0,8,64,2,2.375,3,19,odm
8,10,0,1.25,2,10,0,1.25,3,10,1,2.5,5,20,0.15625,0.4,1,6,3,8,30,1,3.75,7,30,2,3.75,5,30,3,6.375,10,51,0.46875,0.7,1,1,0,8,64,2,2.25,3,18,odm
56,39,0,0.696428571,2,39,0,0.696428571,2,39,1,1.392857143,3,78,0.012436224,0,17,2,1,38,64,1,1.684210526,6,64,1,1.684210526,5,64,2,2.342105263,9,89,0.04432133,0.671875,17,1,0,56,2128,2,2.026315789,3,77,odm
12,9,0,0.75,2,9,0,0.75,2,9,1,1.5,3,18,0.0625,0,4,2,1,9,16,1,1.777777778,3,16,1,1.777777778,3,16,2,2.555555556,4,23,0.197530864,0.6875,4,1,0,12,108,2,2,2,18,pdm
6,10,0,1.666666667,4,10,0,1.666666667,4,10,2,3.333333333,6,20,0.277777778,0.2,1,1,0,3,14,4,4.666666667,5,14,4,4.666666667,5,14,6,7.333333333,8,22,1.555555556,1,1,1,0,6,18,3,3.666666667,4,11,odm
4,4,0,1,2,4,0,1,2,4,1,2,4,8,0.25,0.5,1,3,1,2,5,2,2.5,3,5,2,2.5,3,5,3,3.5,4,7,1.25,1,1,1,0,4,8,3,3,3,6,ldm
9,8,0,0.888888889,1,8,0,0.888888889,2,8,1,1.777777778,3,16,0.098765432,0,1,8,6,8,17,1,2.125,3,17,1,2.125,3,17,2,3.25,5,26,0.265625,0.588235294,1,6,5,9,72,2,2,2,16,tl
22,63,0,2.863636364,11,63,0,2.863636364,8,63,1,5,11,110,0.130165289,0.444444444,1,4,2,37,214,1,5.783783784,17,214,2,5.783783784,15,214,3,10,28,370,0.156318481,0.654205607,1,2,1,22,814,2,2.594594595,4,96,pdm
26,13,0,0.5,1,13,0,0.5,1,13,1,1,1,26,0.019230769,0,13,1,0,13,13,1,1,1,13,1,1,1,13,1,1,1,13,0.076923077,1,13,0,0,26,338,2,2,2,26,sdm
12,12,0,1,3,12,0,1,3,12,1,2,4,24,0.083333333,0,4,2,1,12,30,1,2.5,4,30,1,2.5,4,30,2,4,6,48,0.208333333,0.733333333,4,1,0,12,144,2,2,2,24,tl
12,12,0,1,3,12,0,1,3,12,1,2,4,24,0.083333333,0,4,2,1,12,30,1,2.5,4,30,1,2.5,4,30,2,4,6,48,0.208333333,0.733333333,4,1,0,12,144,2,2,2,24,tl
22,26,0,1.181818182,5,26,0,1.181818182,3,26,1,2.363636364,8,52,0.053719008,0,1,13,10,26,102,1,3.923076923,8,102,2,3.923076923,6,102,4,6.846153846,12,178,0.150887574,0.607843137,1,1,0,22,572,2,2,2,52,tl
11,8,0,0.727272727,1,8,0,0.727272727,2,8,1,1.454545455,3,16,0.066115702,0,3,2,1,8,17,1,2.125,3,17,1,2.125,3,17,2,3.25,4,26,0.265625,0.705882353,3,1,0,11,88,2,2,2,16,odm
6,8,0,1.333333333,4,8,0,1.333333333,4,8,2,2.666666667,4,16,0.222222222,0,1,1,0,8,24,2,3,4,24,1,3,5,24,2,5,8,40,0.375,0.833333333,1,5,4,6,48,2,2,2,16,pdm
47,55,0,1.170212766,5,55,0,1.170212766,5,55,1,2.340425532,8,110,0.024898144,0.4,11,6,3,51,220,1,4.31372549,15,220,1,4.31372549,10,220,1,7.588235294,23,387,0.084582853,0.686363636,11,1,0,47,2397,2,2.078431373,3,106,pdm
9,10,0,1.111111111,3,10,0,1.111111111,3,10,1,2.222222222,4,20,0.12345679,0,3,2,1,10,27,1,2.7,4,27,2,2.7,4,27,3,4.4,6,44,0.27,0.740740741,3,1,0,9,90,2,2,2,20,pdm
23,15,0,0.652173913,1,15,0,0.652173913,1,15,1,1.304347826,2,30,0.028355388,0,8,1,0,15,22,1,1.466666667,2,22,1,1.466666667,2,22,1,1.933333333,2,29,0.097777778,0.681818182,8,0,0,23,345,2,2,2,30,tl
44,95,0,2.159090909,10,95,0,2.159090909,16,95,1,4.25,16,187,0.049070248,0.073684211,1,17,12,45,417,2,9.266666667,22,417,2,9.266666667,27,417,3,16.93333333,43,762,0.205925926,0.839328537,1,4,3,44,1980,2,3,5,135,pdm
9,18,0,2,4,18,0,2,6,18,1,4,10,36,0.222222222,0.222222222,1,4,1,4,20,4,5,6,20,4,5,6,20,7,8.5,10,34,1.25,1,1,1,0,9,36,4,4.5,5,18,ldm
8,8,0,1,2,8,0,1,2,8,1,2,4,16,0.125,0.25,3,2,1,8,19,1,2.375,4,19,1,2.375,4,19,2,3.75,5,30,0.296875,0.736842105,3,1,0,8,64,2,2,2,16,pdm
6,5,0,0.833333333,1,5,0,0.833333333,1,5,1,1.666666667,2,10,0.138888889,0.4,2,3,2,5,9,1,1.8,2,9,1,1.8,2,9,2,2.6,3,13,0.36,0.777777778,2,2,1,6,30,2,2,2,10,tl
7,6,0,0.857142857,1,6,0,0.857142857,1,6,1,1.714285714,2,12,0.12244898,0.666666667,3,2,1,6,11,1,1.833333333,2,11,1,1.833333333,2,11,2,2.666666667,3,16,0.305555556,0.909090909,3,1,0,7,42,2,2,2,12,tl
5,4,0,0.8,1,4,0,0.8,1,4,1,1.6,2,8,0.16,0.5,2,2,1,4,7,1,1.75,2,7,1,1.75,2,7,2,2.5,3,10,0.4375,0.857142857,2,1,0,5,20,2,2,2,8,pdm
5,6,0,1.2,2,6,0,1.2,2,6,2,2.4,4,12,0.24,0.333333333,2,2,1,6,16,2,2.666666667,4,16,2,2.666666667,4,16,3,4.333333333,5,26,0.444444444,0.75,2,1,0,5,30,2,2,2,12,pdm
5,5,0,1,2,5,0,1,2,5,1,2,3,10,0.2,0.4,2,2,1,5,11,2,2.2,3,11,1,2.2,3,11,3,3.4,4,17,0.44,0.818181818,2,1,0,5,25,2,2,2,10,pdm
6,4,0,0.666666667,1,4,0,0.666666667,1,4,1,1.333333333,2,8,0.111111111,0,2,2,1,4,6,1,1.5,2,6,1,1.5,2,6,2,2,2,8,0.375,0.666666667,2,1,0,6,24,2,2,2,8,pdm
19,16,0,0.842105263,2,16,0,0.842105263,2,16,1,1.684210526,3,32,0.04432133,0.375,7,5,4,16,33,1,2.0625,3,33,1,2.0625,3,33,1,3.125,5,50,0.12890625,0.848484848,7,4,3,19,304,2,2,2,32,tl
12,12,0,1,2,12,0,1,2,12,1,2,3,24,0.083333333,0.5,4,5,4,12,28,1,2.333333333,3,28,1,2.333333333,3,28,1,3.666666667,5,44,0.194444444,0.857142857,4,4,3,12,144,2,2,2,24,tl
20,49,0,2.45,7,49,0,2.45,6,49,2,4.9,12,98,0.1225,0.204081633,1,1,0,27,162,2,6,13,162,2,6,11,162,4,10.7037037,21,289,0.222222222,0.586419753,1,1,0,20,540,2,2.740740741,4,74,pdm
6,4,0,0.666666667,1,4,0,0.666666667,1,4,1,1.333333333,2,8,0.111111111,0,2,2,1,4,6,1,1.5,2,6,1,1.5,2,6,2,2,2,8,0.375,0.666666667,2,1,0,6,24,2,2,2,8,odm
9,6,0,0.666666667,1,6,0,0.666666667,1,6,1,1.333333333,2,12,0.074074074,0,3,2,1,6,9,1,1.5,2,9,1,1.5,2,9,2,2,2,12,0.25,0.666666667,3,1,0,9,54,2,2,2,12,pdm
19,19,0,1,2,19,0,1,3,19,1,2,5,38,0.052631579,0.210526316,4,2,1,17,52,1,3.058823529,9,52,1,3.058823529,7,52,2,5.058823529,14,86,0.179930796,0.692307692,4,1,0,19,323,2,2.117647059,3,36,odm
5,4,0,0.8,1,4,0,0.8,1,4,1,1.6,2,8,0.16,0,1,4,3,4,7,1,1.75,2,7,1,1.75,2,7,2,2.5,3,10,0.4375,0.571428571,1,3,2,5,20,2,2,2,8,odm
15,14,0,0.933333333,2,14,0,0.933333333,3,14,1,1.866666667,4,28,0.062222222,0,2,5,3,14,43,1,3.071428571,4,43,1,3.071428571,5,43,2,5.142857143,8,72,0.219387755,0.744186047,2,3,2,15,210,2,2,2,28,tl
6,6,0,1,2,6,0,1,3,6,1,2,4,12,0.166666667,0,1,5,3,6,18,2,3,4,18,1,3,5,18,2,5,7,30,0.5,0.777777778,1,3,2,6,36,2,2,2,12,pdm
8,14,1,1.75,3,14,0,1.75,5,14,1,2.875,6,23,0.21875,0.5,1,5,4,9,44,4,4.888888889,6,44,2,4.888888889,8,44,5,8.222222222,12,74,0.543209877,0.681818182,1,1,0,8,72,2,2.555555556,3,23,tl
6,9,1,1.5,2,9,0,1.5,3,9,1,2.5,4,15,0.25,0.333333333,1,4,3,6,24,4,4,4,24,2,4,6,24,5,6.5,8,39,0.666666667,0.625,1,1,0,6,36,2,2.5,3,15,tl
13,13,0,1,3,13,0,1,3,13,1,2,5,26,0.076923077,0.153846154,1,12,5,10,31,1,3.1,7,31,1,3.1,6,31,2,5,11,50,0.31,0.709677419,1,4,3,13,130,2,2.3,3,23,pdm
75,144,0,1.92,14,144,0,1.92,8,144,1,3.84,16,288,0.0256,0.111111111,3,2,1,91,615,1,6.758241758,25,615,1,6.758241758,13,615,2,12.23076923,34,1113,0.074266393,0.606504065,3,1,0,75,6825,2,2.582417582,4,235,odm
12,20,0,1.666666667,8,20,0,1.666666667,4,20,1,3.333333333,8,40,0.138888889,0.2,1,5,3,11,37,1,3.363636364,7,37,1,3.363636364,6,37,1,5.454545455,11,60,0.305785124,0.864864865,2,5,4,12,132,2,2.545454545,4,28,odm
18,58,2,3.222222222,6,58,0,3.222222222,10,58,2,6.444444444,14,116,0.179012346,0.482758621,1,7,6,58,588,6,10.13793103,14,588,4,10.13793103,20,588,11,19.27586207,33,1118,0.174791914,0.714285714,1,1,0,18,1044,2,2,2,116,pdm
77,137,0,1.779220779,8,137,0,1.779220779,17,137,1,3.558441558,18,274,0.023106763,0.233576642,1,18,17,69,696,2,10.08695652,22,696,2,10.08695652,26,696,3,18.44927536,46,1273,0.146187776,0.79454023,1,1,0,77,5313,2,2.985507246,4,206,pdm
54,89,0,1.648148148,6,89,0,1.648148148,12,89,1,3.296296296,13,178,0.030521262,0.179775281,1,13,12,45,368,2,8.177777778,17,368,2,8.177777778,20,368,3,14.6,35,657,0.181728395,0.79076087,1,2,1,54,2430,2,2.977777778,4,134,pdm
73,130,0,1.780821918,8,130,0,1.780821918,17,130,1,3.561643836,17,260,0.024394821,0.246153846,1,18,17,66,639,2,9.681818182,20,639,2,9.681818182,25,639,3,17.65151515,43,1165,0.146694215,0.812206573,1,1,0,73,4818,2,2.96969697,3,196,pdm
19,57,0,3,8,57,0,3,7,57,1,5.526315789,12,105,0.157894737,0.298245614,1,3,2,20,153,2,7.65,13,153,2,7.65,12,153,5,13.1,21,262,0.3825,0.745098039,1,1,0,19,380,2,3.4,4,68,pdm
6,5,0,0.833333333,1,5,0,0.833333333,2,5,1,1.666666667,3,10,0.138888889,0,1,5,3,5,11,1,2.2,3,11,1,2.2,3,11,2,3.4,5,17,0.44,0.636363636,1,3,2,6,30,2,2,2,10,pdm
112,126,0,1.125,4,126,0,1.125,6,126,1,2.25,8,252,0.010044643,0,10,57,27,115,463,1,4.026086957,12,463,1,4.026086957,12,463,1,6.956521739,20,800,0.035009452,0.695464363,10,20,11,112,12880,2,2.095652174,3,241,pdm
112,126,0,1.125,4,126,0,1.125,6,126,1,2.25,8,252,0.010044643,0,10,57,27,115,463,1,4.026086957,12,463,1,4.026086957,12,463,1,6.956521739,20,800,0.035009452,0.695464363,10,20,11,112,12880,2,2.095652174,3,241,pdm
113,127,0,1.123893805,4,127,0,1.123893805,6,127,1,2.247787611,8,254,0.009945963,0,10,58,27,116,468,1,4.034482759,13,468,1,4.034482759,12,468,1,6.974137931,20,809,0.034780024,0.69017094,10,20,11,113,13108,2,2.094827586,3,243,pdm
54,199,0,3.685185185,16,199,0,3.685185185,16,199,1,6.962962963,24,376,0.06824417,0.48241206,1,10,9,80,931,2,11.6375,32,931,4,11.6375,24,931,6,21.425,53,1714,0.14546875,0.691729323,1,1,0,54,4320,2,3.1875,5,255,pdm
34,36,0,1.058823529,4,36,0,1.058823529,3,36,1,2.117647059,5,72,0.031141869,0.111111111,8,1,0,36,88,1,2.444444444,5,88,1,2.444444444,5,88,1,3.888888889,8,140,0.067901235,0.636363636,8,1,0,34,1224,2,2,2,72,pdm
38,30,0,0.789473684,2,30,0,0.789473684,2,30,1,1.578947368,3,60,0.020775623,0,11,2,1,30,59,1,1.966666667,3,59,1,1.966666667,4,59,2,2.933333333,6,88,0.065555556,0.677966102,11,1,0,38,1140,2,2,2,60,tl
13,14,0,1.076923077,2,14,0,1.076923077,4,14,1,2.153846154,6,28,0.082840237,0.285714286,2,9,4,12,43,1,3.583333333,10,43,1,3.583333333,8,43,2,6,15,72,0.298611111,0.697674419,2,2,1,13,156,2,2.166666667,3,26,pdm
13,14,0,1.076923077,2,14,0,1.076923077,4,14,1,2.153846154,6,28,0.082840237,0.285714286,2,9,4,12,43,1,3.583333333,10,43,1,3.583333333,8,43,2,6,15,72,0.298611111,0.697674419,2,2,1,13,156,2,2.166666667,3,26,pdm
15,22,0,1.466666667,3,22,0,1.466666667,3,22,2,2.933333333,6,44,0.097777778,0.181818182,1,2,1,9,25,2,2.777777778,4,25,2,2.777777778,4,25,3,4.222222222,6,38,0.308641975,0.72,1,2,1,15,135,2,3,5,27,pdm
11,11,0,1,3,11,0,1,3,11,1,2,6,22,0.090909091,0.363636364,3,2,1,11,34,1,3.090909091,6,34,1,3.090909091,5,34,2,5.181818182,10,57,0.280991736,0.676470588,3,1,0,11,121,2,2,2,22,tl
20,17,0,0.85,3,17,0,0.85,3,17,1,1.7,6,34,0.0425,0.235294118,6,2,1,17,43,1,2.529411765,6,43,1,2.529411765,5,43,2,4.058823529,10,69,0.148788927,0.674418605,6,1,0,20,340,2,2,2,34,tl
33,69,1,2.090909091,6,69,0,2.090909091,7,69,1,4.181818182,12,138,0.063360882,0.782608696,9,3,2,64,395,2,6.171875,11,395,1,6.171875,12,395,2,11.34375,22,726,0.096435547,0.653164557,9,2,1,33,2112,2,2.078125,3,133,pdm
9,16,0,1.777777778,4,16,0,1.777777778,4,16,2,3.555555556,8,32,0.197530864,0.5,1,1,0,8,48,2,6,10,48,5,6,7,48,6,10.5,15,84,0.75,0.708333333,1,1,0,9,72,3,3,3,24,pdm
9,16,0,1.777777778,4,16,0,1.777777778,3,16,2,3.555555556,5,32,0.197530864,0.125,1,1,0,8,35,3,4.375,6,35,1,4.375,6,35,3,7.125,10,57,0.546875,0.714285714,1,1,0,9,72,2,2.875,4,23,pdm
9,14,0,1.555555556,3,14,0,1.555555556,3,14,1,3.111111111,5,28,0.172839506,0,1,2,1,8,32,2,4,7,32,2,4,6,32,4,6.5,9,52,0.5,0.625,1,1,0,9,72,2,2.75,3,22,odm
8,9,0,1.125,2,9,0,1.125,2,9,1,2.25,3,18,0.140625,0,1,3,2,5,16,2,3.2,5,16,2,3.2,4,16,3,4.8,6,24,0.64,0.625,1,1,0,8,40,2,2.8,3,14,odm
4,4,0,1,2,4,0,1,2,4,2,2,2,8,0.25,0,1,1,0,4,8,2,2,2,8,1,2,3,8,2,3,4,12,0.5,0.75,1,3,2,4,16,2,2,2,8,pdm
13,28,0,2.153846154,6,28,0,2.153846154,6,28,2,4.307692308,12,56,0.165680473,0.428571429,1,1,0,16,112,2,7,15,112,2,7,10,112,4,12.625,22,202,0.4375,0.660714286,1,1,0,13,208,2,2.75,3,44,pdm
